id,text,label,category1,category2,category3,category4,category5,single,groups
976,Feliz día a todas nosotras.,1,1,0,0,0,0,0,1
977,El spot lo presentan puras mujeres pero los hombres se deben disculpar...si aja.,1,0,0,1,0,0,0,1
978,"Por suerte   en mi círculo de amistades y familiares solo hay mujeres sin complejos   exitosas en todo lo que hacen   nobles   lindas y amadas   Si le puedo decir ""Felicidades a las más hermosas mujeres en su día como en todos los demás días""",1,1,0,0,0,0,0,1
979,Espero no sonar misógeno o machista porque no lo soy; pero es verdad lo que digo.,1,0,1,0,0,0,0,1
980,Que bonitas las feministas?,1,0,0,0,0,1,0,1
981,debe de ser modificada   ya que les da libertad para hacer y decir lo que quieran sin tener repercusiones   debe de ser pareja   así como las debe de proteger también las debe de limitar   cuantas mujeres salen ofendiendo y si les responden ya van con demandas ante la fiscalía,1,0,0,1,0,0,0,1
982,Esta @user es la peor mierda que ha cagado este país ,1,0,0,0,0,1,1,0
983,Uta la @user 🤦🤦🤦,1,0,0,0,0,1,1,0
984,De dónde sacan tanto dinero para pagar a todas las revoltosas?,1,0,0,0,0,1,0,1
985,Come 💩💩💩💩 Vaya a trabajar no se le paga para hacer desórdenes.... LADRONA,1,0,0,0,0,1,1,0
986,Organizaciones? Parásitos de la sociedad   eso es lo que son estas porquerias.,1,0,0,0,0,1,0,1
987,Hay estás enfermas las mujeres de verdad están trabajando a esta hora sacando a sus familias adelante no quejándose por cosas inexistentes como la desigualdad,1,0,0,0,0,1,0,1
988,"""las apoyo porque tengo mamá""",1,1,0,0,0,0,0,1
989,Otra que PERDIO el norte en el norte...¡... Lastima... se van fuera del País y ya son ANALISTAS...Inadaptados...Lastima...,1,0,0,0,0,1,1,0
990,Díganle que SI para que se calle.,1,0,1,0,0,0,1,0
991,La que esta desquisiada eres tu con esta clase de mensaje   el fracaso te esta afectando demasiado. Respira 10 veces y no leas   ni escuches nada que te pueda seguir afectando el razonamiento,1,0,0,0,0,1,1,0
992,Vieja lambe c_ulo como no agarro hueso anda ladrando de enojada …te acordas?,1,0,0,0,0,1,1,0
993,Bajale 2 rayitas a tu drama que nadie te toma en serio,1,0,0,0,0,1,1,0
994,Esta maje esta loca a lo mejor se le cayó A la mamá de pequeña o a lo mejor fue que cuando tuvo el accidente la dejó más para allá que para acá,1,0,0,0,0,1,1,0
995,2  183 que perdieron el tiempo viendo y escuchando la misma verborrea de siempre de esta mujer,1,0,0,0,0,1,1,0
996,Esta solo pasa inventando leyes   a nosotros las leyes q nos interesa la de los Residuos   q ahi esta incluida ella...,1,0,0,0,0,1,1,0
997,Hey vieja vaya a dormir mejor,1,0,0,0,0,1,1,0
998,Cuando va aprender esta sirvienta del pueblo,1,0,0,0,0,1,1,0
999,La experta 😂😂😂 nefasta.,1,0,0,0,0,1,1,0
1000,Diocuarde en verdad que usted solo sirve de piedra de trompiezo de diputada.,1,0,0,0,0,1,1,0
1001,Bueno muchas gracias. Pero nadie le está preguntando señora insignificante,1,0,1,0,0,0,1,0
1002,Esta vieja que Jode    y que no tendrá marido que le quite tanta buya,1,0,0,0,0,1,1,0
1003,Nunca que te queda claro con la #Ladyhijadeputa si de verdad tiene algo que decir   o es una niña diciendo ño quiero ño quiero y ño quiero,1,0,0,0,0,1,1,0
1004,SOLO GALILLO DE SOBRA TIENES HIPÓCRITA FARSANTE MENTIROSA.,1,0,0,0,0,1,1,0
1005,Hey @user y @user...asesoren bien a su cachorra.,1,0,1,0,0,0,1,0
1006,A la mayoria de salvadoreños no NOS importa que uds. Opinen.,1,0,0,0,0,1,0,1
1007,Y esta P3NDEJ@ que quiere? Que la pregunten a sus patrones de @user @user o al LADRON de @user? Ahhhh GORGOJA IMBÉCIL,1,0,0,0,0,1,1,0
1008,no sabes ni 💩y te pones hablar estupideces   diputada cabeza hueca,1,0,0,0,0,1,1,0
1009,Y PARA QUE HABLAN DE BITCOIN? CADA VEZ SE LES NOTA LA IGNORANCIA AL TEMA... DEDIQUENSE A HACER MARCHAS,1,0,0,0,0,1,0,1
1010,Maitra! Mejor coma mierda solo ceroteses dice!!!!! Puta trabaje que para eso le damos de artar a usted y su familia!,1,0,0,0,0,1,1,0
1011,Vas a ir a gritar grocerias a otras mujeres?,1,0,0,0,0,1,1,0
1012,no es acoso   es alago te deberías sentir bien,1,0,0,0,1,0,1,0
1013,Simplemente sirves de incubadora con piernas,1,1,0,0,0,0,1,0
1014,Tu eres una niña no puedes ser mejor que un hombre.,1,0,1,0,0,0,1,0
1015,No eres más que mi cocinera,1,0,1,0,0,0,1,0
1016,Ella es muy provocativa,1,1,0,0,0,0,1,0
1017,Ve y quítate ese maquillaje   pareces puta en burdel,1,0,0,0,0,1,1,0
1018,Acaso quieres un castigo   está comida está asquerosa,1,0,1,0,0,0,1,0
1019,Eres un dolor de huevos   vete con tus amigas y habla de con quién se acostara para ganar dinero,1,1,0,0,0,0,1,0
1020,Mereces que te corte las manos   solo me haces de comer y no puedes hacer eso bien,1,0,0,0,1,0,1,0
1021,Me tienes contento   ten un nuevo tostador para tu cuarto,1,0,1,0,0,0,1,0
1022,Porque te quitaste tu cadena perra?,1,0,1,0,0,0,1,0
1023,Acaso juegas a videojuegos? Pero si eso es para hombres,1,1,0,0,0,0,1,0
1024,Putona  gorda  fea sos una golfa,1,0,0,0,0,1,1,0
1025,Cuando he dicho que puedes dejar la cocina?,1,0,1,0,0,0,1,0
1026,Que rico culo   no quieres ser mi cocinera?,1,0,1,0,0,0,1,0
1027,Por que ustedes las mujeres andan tomándose fotos enseñando las nalgas    que necesidad?,1,0,0,0,0,1,0,1
1028,Vos eres una señorita y debes comportarte como una no andar peleandote o discutiendo por todo y cambia ese carácter mierda que tienes.,1,0,1,0,0,0,1,0
1029,La que no enseña no vende,1,1,0,0,0,0,0,1
1030,Deja de decir pendejadas   solo regresa a la cocina,1,0,1,0,0,0,1,0
1031,Lo más inteligente que ha salido de tu boca es mi verga,1,0,1,0,0,0,1,0
1032,Vete y abrete de piernas como todos los fines de semana,1,0,0,0,0,1,1,0
1033,Por que sos mujer no vas a poder levantar eso,1,1,0,0,0,0,1,0
1034,Son unas putas y luego piden respeto,1,0,0,1,0,0,0,1
1035,Ya vas a tener que sacar la pistola   porque se esta poniendo bien bonita la niña,1,0,0,0,1,0,1,0
1036,Ella es una cualquiera,1,0,0,0,0,1,1,0
1037,que estupidas las feminazis,1,0,0,0,0,1,0,1
1038,Mira como ibas vestida   te hubieras puesto un pantalón.,1,0,0,1,0,0,1,0
1039,No vistas con ropa corta que provocas a los hombres,1,0,0,1,0,0,1,0
1040,vistanse normales porque en el colegio no hay muchachos para quien vestirse.,1,1,0,0,0,0,0,1
1041,No se ven bien las señoritas diciendo malas palabras,1,1,0,0,0,0,0,1
1042,Para pendeja no se estudia,1,0,0,0,0,1,1,0
1043,Esa mujer le dicen vaso de agua porque no se le niega a nadie,1,0,0,0,0,1,1,0
1044,Y luego las pendejas piden respeto,1,0,0,0,0,1,0,1
1045,Y por eso fracasarán estas feministas,1,0,0,0,0,1,0,1
1046,No pues si eso es revolución solo viejas cochinas veo como líderes!! Una buena enjabonada de hocicos necesitan!!!,1,0,1,0,0,0,0,1
1047,Hablas por todas las mujeres? Quienes te matan y te viola? Defineme nazismo? Sabias que las mujeres lideran la taza de infanticidios? Por eso deberiamos llamarlas asesinas y violadoras tambien?,1,0,0,1,0,0,0,1
1048,El enfermo feminismo no me representa como mujer   el feminismo va a caee,1,0,0,0,0,1,0,1
1049,Anda trabajar gorda q mueren más hombres q mujeres,1,0,0,0,0,1,1,0
1050,Jajajaja   El Salvador   jajajaja feminista   jajajaja No se como lograste tener Internet en El Salvador   pero ya deja de escribir pendejadas y regresa a la cocina,1,0,1,0,0,0,1,0
1051,El FEMINISMO no es BANDALISMO. Deberían estudiar bien el término feminismo y darle una buena aplicación.,1,0,1,0,0,0,0,1
1052,Vayan a cocinar mejor que ya voy a llegar,1,0,1,0,0,0,0,1
1053,Cuando se unen esta clase de mujeres. No ayudan sino perjudican,1,0,0,0,0,1,0,1
1054,Esta bien   que hagan ejercicio,1,0,1,0,0,0,0,1
1055,Feminismo igual a retroceso.,1,0,0,0,0,1,0,1
1056,Tienen un lenguaje de bajeras y corrientes   un resentimiento espantoso   envidia   y sobre todo les falta Dios. Engendros del diablo. Y las dirije una ya entrenada en las estupidez y dirigente del infierno.,1,0,0,0,0,1,0,1
1057,Fiuuu fiuuu a las de short,1,1,0,0,0,0,0,1
1058,Pobres putas marimachas y además cogionas !!!,1,0,0,0,0,1,0,1
1059,"Celebrando el día de la mujer y oyendo perreo   comprando boletos para #BadBunny donde solo son letras de ""canciones"" que denigran a las féminas. Convirtiéndose en asesinas de seres indefensos... ¡Feliz día ""mujeres""",1,0,0,0,0,1,0,1
1060,¿Y quiénes de Uds van a proteger y pronunciarse por las mujeres y niñas violadas en los baños públicos de mujeres   cuando entren hombres bisexuales   u hombres trans   o embusteros que se hagan pasar por mujeres para violar a cualquier 'vigiada' fémina real?,1,0,0,1,0,0,0,1
1061,Son manes aunque se vistan de viejas jejeje,1,0,0,0,0,1,0,1
1062,Viejas pajeras. A saber cual es la comisión que se llevan para promover el aborto. La susodicha asesina   falleció por otra causa que no tiene nada que ver con el aborto que hizo,1,0,0,0,0,1,0,1
1063,Ya se pasan de mentirosos   farsantes   embusteros y chambrosos   no les da vergüenza mentir   ya solo falta que digan que murió por un parto no deseado   todos hablan puro pupú.,1,0,0,0,0,1,0,1
1064,No se espera menos del feminismo   mintiendo sobre la muerte de @user.,1,0,0,0,0,1,0,1
1065,Pues ahí si ya existido una candidatura de mujer para la presidencia que no haya sido del partido político que ellas las feministas quisieran es otro pisto inclusión laboral si existe no sé quejen la mujer en la política ya está incluida y en muchos ámbitos laborales,1,0,0,0,0,1,0,1
1066,Decerebras que solo siguen un guión ..,1,0,0,0,0,1,0,1
1067,Son seguidoras de la Dipurata @user... imaginense que escuela tienen ???,1,0,0,0,0,1,0,1
1068,Y muchas de esas mujeres van a ir a ver a su conejo malo   para q las trate de Put@s y ella coreando sus canciones y gritando cada vez q lo hace. En fin la hipocresía en su máxima expresión.,1,0,0,0,0,1,0,1
1069,Por suerte la mayoría de mujeres salvadoreñas no les cree a estás feminista.,1,0,0,0,0,1,0,1
1070,Feministas ??? Lesbianas y maricas ??!! Poctaaaa!!! Que asco !!!,1,0,0,0,0,1,0,1
1071,Cuando hablan de feminicidios no toman en cuenta que hay mujeres pandilleras   i muy in bolucradas en delitos obvio tarde o temprano se toparan con pandilla contraria i ya saben.,1,0,0,1,0,0,0,1
1072,La hipocresía en sus consignas #VivasNosQueremos #NiUnaMenos es tal que insitan a las madres a matar a sus propias hijas desde el vientre. #FeminismoHipocrita #ElSalvadorEsProvida 🇸🇻💙#SialaVida,1,0,0,0,0,1,0,1
1073,estas son un monto de feminazis descerebradas q no les interesa insultar a otras mujeres! Es una banda de locas q son manipuladas para dañar! Estos movimientos son nefastos! #NoALaIdeologiaDeGenero #NoALasFeminazis #NoAlLenguajeInclusivo,1,0,0,0,0,1,0,1
1074,Son lesbianas   no les hagas caso.,1,0,0,0,0,1,0,1
1075,Los hombres vamos tranquilos por la vida   pero llega una mujer y nos vuelve locos   provocando que hagamos cosas malas,1,0,0,1,0,0,0,1
1076,Esa chica solo cuando estamos sin ropa me habla,1,0,0,0,0,1,1,0
1077,Las mujeres provocan que el bicho parezca de cemento y luego no quieren contemplarlo,1,0,0,0,1,0,0,1
1078,Mujeres concubinas de Lucifer   roban el alma a los hombres,1,0,0,0,0,1,0,1
1079,Contigo todo me crece   el pito   las mañas   las ganas y mis instintos,1,0,0,0,1,0,1,0
1080,No nos provoquen porque después no somos culpables de lo que pase,1,0,0,1,0,0,0,1
1081,Demonia     me obligas a hacer cosas malas,1,0,0,1,0,0,0,1
1082,Las muchachas usan minis faldas para que todos los hombres les vean la cucaracha,1,0,0,1,0,0,0,1
1083,Las muchachas de hoy en día son muy coquetas    se escapan con los novios para que les chupen las tetas,1,0,0,1,0,0,0,1
1084,Las solteronas llevan una vida muy maluca porque no tienen un macho que les revuelque,1,0,1,0,0,0,0,1
1085,El mero macho tiene una mujer para la noche y la otra para el día,1,0,1,0,0,0,0,1
1086,Hazte un tatuaje debajo del ombligo con una flecha que diga que lo de abajo es mío,1,0,1,0,0,0,1,0
1087,Yo quiero ser el dueño de todo eso mami,1,0,1,0,0,0,1,0
1088,Es una bandolera porque que anda haciendo sola por la noche,1,0,0,1,0,0,1,0
1089,La mujer siempre debe estar dispuesta y los hombre siempre tenemos que fingir amor,1,0,1,0,0,0,0,1
1090,Que poca suerte tenemos los hombre con la mujeres de esta epoca,1,0,0,0,0,1,0,1
1091,La mejor pose para las mujeres es en cuatro patas ahí se ven bonitas,1,0,1,0,0,0,0,1
1092,Eres mía desde que te lo metí,1,0,1,0,0,0,1,0
1093,Yo te hago sentir mujer cada vez que te torturo,1,0,0,0,1,0,1,0
1094,Se le nota que le gusta que se lo metan bien duro,1,0,1,0,0,0,1,0
1095,Las desvisto y luego me escriben pero yo las dejo en visto,1,0,1,0,0,0,0,1
1096,Tú eres una diabla   y mi bicho contigo hizo un pacto,1,0,0,0,0,1,1,0
1097,Mami yo sé que tu cuerpo me necesita,1,0,1,0,0,0,1,0
1098,Dime si me esperas sola   tienes delivery o hago la cola­­­­,1,0,0,0,1,0,1,0
1099,Hay mujeres que no vale la pena quererlas si como ellas hay muchas,1,0,0,0,0,1,0,1
1100,Mujer malvada desde tu mirada,1,1,0,0,0,0,1,0
1101,Tú eres mi cueva donde seco tus sueños mojados,1,0,0,0,1,0,1,0
1102,Eres una perrita en celo que hay que atraparla,1,0,0,0,1,0,1,0
1103,A las mujeres los machos les enseñamos quien manda,1,0,1,0,0,0,0,1
1104,Pobre diabla naciste para que te pongan los cachos,1,0,1,0,0,0,1,0
1105,Soy macho si a una la tengo deseo a la otra tambien.,1,0,1,0,0,0,0,1
1106,Nunca    antes se había visto tanta promiscuidad en menores de edad como ahora .. y son las madres las principales responsables de la educación en la familia,1,0,0,1,0,0,0,1
1107,Las mujeres feministas son mujeres con próstata,1,0,0,0,0,1,0,1
1108,Las mujeres se quejan cuando son ellas quienes se saltan las reglas familiares,1,0,0,1,0,0,0,1
1109,Somos expertos en todo. Incluso en lo que sienten las mujeres,1,0,1,0,0,0,0,1
1110,Pero si no es un tema de sentimientos. Es un drama y a la vez anhelo humano material y concreto ¿por qué vamos a callarnos? (no digo hacer mansplaining),1,0,1,0,0,0,0,1
1111,O sea siendo hombre feminista no puedo asistir   sumado a q soy documentalista grafico. El hecho de ser hombre me anula? para asistir a este acto cívico.,1,0,0,1,0,0,0,1
1112,Lo que necesita la mujer salvadoreña en el campo es educación para no salir embarazada y así no sacrificar a un niño inocente. Nuestro país todavía tiene salvación sin entrar al asesinato. #SiAlaVida siempre.,1,0,0,1,0,0,0,1
1113,¿Ya vieron el video de.las malqueridas?,1,0,0,0,0,1,0,1
1114,A las #Malqueridas 🤣🤣🤣🤣🤣 les digo que no representan a las mujeres trabajadoras   responsables   luchadoras y queridas de éste País; las #Malqueridas sólo representan a las sinverguezas   corruptas y ladronas de éste país   #DevuelvanLoRobado,1,0,0,0,0,1,0,1
1115,porque se victimizan solo por ser mujeres?,1,0,0,0,0,1,0,1
1116,Exacto   buen termino   yo nunca he visto que las han agredido. No solo por ser mujer no les puedes decir sus adjetivos   esa tontería del feminismo hace ver que solo por ser mujeres uno no les puede decir sus verdades. De hecho si quieren igualdad es igualdad en todo aspecto,1,0,0,1,0,0,0,1
1117,Y si mandará a darle un par de balazos.. a una mujer.. (santa tecla),1,0,0,0,1,0,0,1
1118,"Implorar justicia por emergencias obstétricas parece una historia gótica. En lugar de recibir atención sicológica y apoyo   la mujer es encarcelada   acusada de homicida   esperando treinta años de cárcel o más. La ""justicia"" nacional es patética y cruel.",0,0,0,0,0,0,0,0
1119,Que negro tiene los encajes esta maitra. Algún aclarante natural para el sobaco,1,1,0,0,0,0,1,0
1120,El ovulo es el que elige al espermatozoide y no al revés. Ósea la mujer siempre manda pues,1,1,0,0,0,0,0,1
1121,Es una resentida social   y si le decís sus verdades te bloquea la muy ridícula. Se las da se saberlo todo la muy muy…,1,0,0,0,0,1,1,0
1122,Quisieran ver los tuits que la cerota mujer del chino va a tirar…,1,0,0,0,0,1,1,0
1123,El aborto no necesariamente tiene que ver con religión   basta tener respeto a la vida y valores. No podemos combatir un crimen   como la violación   con otro crimen como el aborto. Nuestro derecho acaba donde comienza el derecho del ser humano en el vientre.,1,0,0,1,0,0,0,1
1124,Habiendo tantas verdaderas mujeres lindas   pura propaganda de los movimientos de transgéneros. Poner esa cosa que no es mujer ni es hombre a puras operaciones.,1,1,0,0,0,0,0,1
1125,Prudencia Ayala   la primera mujer en América Latina que aspiró a la presidencia y a la que tildaron de loca,0,0,0,0,0,0,0,0
1126,El debate no debe de pasar por “despenalizar el aborto o no” debe pasar porque la mujer tenga un sistema de salud que le permita crecer sana desde su niñez y por educar al niño y al hombre para que respete a la mujer. Ademas   que haya seguridad y no sean victimas de violaciones.,0,0,0,0,0,0,0,0
1127,"Hombres nunca nunca nunca den a una mujer por segura! Más si la han descuidado siempre va a haber alguien que si la valore y la quiera cuidar.
 De nada!",1,0,1,0,0,0,0,1
1128,Que culpa tiene @user de que ellas sean #MalQueridas les recomiendo hagan una encuesta si son queridas o no por los salvadoreños y les a puesto que la mayoría dura que no,1,0,0,0,0,1,0,1
1129,Bien dicho son #MalQueridas por el pueblo salvadoreño. Que las quieran y las soporte la familia a esas viejas corruptas   frívolas   feas mejor que #DevuelvanLoRobado,1,0,0,0,0,1,0,1
1130,"No existe tal cosa como ""la dignidad de la mujer"" o la ""dignidad del hombre"" en relación a su predisposición biológica. La dignidad es un verbo   no un sustantivo.",1,0,0,1,0,0,0,1
1131,No las pudieron llamar mejor #MALQUERIDAS eso es lo que son. Y en cuanto a tus disculpas sentate a esperarno te vallan a salir raizes,1,0,0,0,0,1,0,1
1132,Se ponen a defender a viejas que solo porque les dijieron feas ya se sienten ofendidas cuando a diario hay femihomicidios y por esos casos no dicen nada si no solo porque les dicen mal querida a un par de viejas que estan falta de marido,1,0,0,1,0,0,0,1
1133,Estos a días de cumplir años   y parece que a la sociedad le preocupa/incomoda que una mujer llegue a sus 30 con libertad   determinación de lo que quiere y si   soltera y sin deseos de casarse y tener hijos.,0,0,0,0,0,0,0,0
1134,"Esta resolución debería servir para procesar prácticamente a toda obra pública   intelectual   música   libros   peliculas   etc. Prácticamente   todo alrededor de la belleza femenina   ""cosifica"" a la mujer. Incluso hay mujeres que contribuyen todos los días a eso.",1,0,0,1,0,0,0,1
1135,el hombre que golpeo a su mujer y ahora sacan hasta memes de eso. Desde cuando la violencia domestica es chiste? Y lo peor es que le dan fama a cualquier pendejo con tal haga el ridiculo. Hay que madurar como sociedad…,0,0,0,0,0,0,0,0
1136,Ser mujer es un privilegio de parte de Dios de tener características sumamente especiales   ser madre   confidente   buena amiga,1,1,0,0,0,0,0,1
1137,Una mujer en politica es una empleada mas a servicio del poder !!!,1,0,0,0,0,1,0,1
1138,Feliz día a ti mujer que inspira   soñadora   luchadora   valiente   amorosa   inteligente   trabajadora   independiente   fuerte   alegre   bella   talentosa y llena de virtudes... Feliz día @user una mujer maravillosa,1,1,0,0,0,0,0,1
1139,Amigo sabes acabo de conocer   una mujer que aun es una niña…,1,1,0,0,0,0,0,1
1140,Las dejan vestirse provocativas y después se quejan de los embarazos en las niñas.,1,0,0,1,0,0,0,1
1141,Si hay muchas mujeres muy bellas   lo pusieron de ganador(a) para enviar un mensaje al mundo   es una tendencia de esos poderes! Para eso hay concursos diferentes   mujer es mujer!,1,1,0,0,0,0,0,1
1142,Una mujer que está loca   ama sin medida   pero cuando olvida   lo hace para siempre.,1,1,0,0,0,0,0,1
1143,Me ha decepcionado   pensé que era una mujer más inteligente.,1,0,0,0,0,1,1,0
1144,Utilizar tus derechos de género para acusar y atacar a alguien por cuestiones politicas y sin pruebas; además de antiético   es una argucia muy bajera. ¿Esto enseñan en la ESEN?,1,0,0,0,0,1,1,0
1145,Parece ser que lo que es negro quieren verlo blanco... La mujer ataca sin pruebas y para variar hace el ridículo.... Debería ser mas inteligente,1,0,0,0,0,1,1,0
1146,Por esa clase de pleitos mejor no voto por nadie. No le veo sentido   como si fueron viejas del mercado. Unos ofendido a otros   unos ultrajando a otros.,1,1,0,0,0,0,0,1
1147,Si tanto apoyan el aborto   pues no podemos regresar el tiempo y que los aborten a ustedes ( y asi se les cumple su mas grande deseo)   pero igual sean felices y demuestrenlo pegandose un tiro en la cabeza y listo.,1,1,0,0,0,0,0,1
1148,Si los niños abortados le pudieran decir lo que sintieron al ser asesinados quedaría Usted más impactado...por cierto para su aclaración nunguna esta presa por aborto están bajo sentencia por asesinato,1,0,0,1,0,0,0,1
1149,Lastima que siguen hablando que están acusadas de abortar cuando en realidad es por Homicidios que son encarcelaras a 30 años   las penas por aborto no llegan a esa cantidad de años.,1,0,0,0,0,1,0,1
1150,No es por aborto   por aborto son 8 años máximo   es por matar niños.,1,0,0,0,0,1,0,1
1151,Pedir despenalizar el aborto es como pedir despenalizar el robo   aduciendo que el ladrón tenía justificaciones para cometer el delito. No se debe despenalizar un crimen   en todo caso se deben revisar sus penas. #Aborto #ElSalvador,1,0,0,1,0,0,0,1
1152,Y seguiremos. Buscando   condenas   para estás mujeres que no respeten   la vida un bebé   auque muchos no estén de acuerdo,1,0,0,1,0,0,0,1
1153,El area clínica la eternamente olvidada   callada   sumisa y sufrida ya es hora que te manifieste con fuerza como hombre,1,1,0,0,0,0,0,1
1154,Si es una Angelita tierna   cariñosa   sumisa  solitaria   pero de mente perversa,1,1,0,0,0,0,1,0
1155,que vean como trata el a su mujer   que solo le chasquea los dedos y alli va como toda una sumisa sometida,1,0,0,0,0,1,1,0
1156,aguanta todo por miedo a quedarse sola,1,1,0,0,0,0,1,0
1157,Esa nidia y sus ridículas bufandas,1,0,0,0,0,1,1,0
1158,Lenguaje inclusivo PECADO.,1,0,0,1,0,0,0,1
1159,Una mujer de Dios no puede manipular a su marido,1,0,1,0,0,0,0,1
1160,Navidad es época de dar   pero no las nalgas. No sean PAGANAS.,1,0,1,0,0,0,0,1
1161,Si en whatsapp no les responde y en linea está   con otro hablando debe estar.,1,0,1,0,0,0,0,1
1162,Una madre siempre sabe convertir una escoba en trapeador *tiemblan los transformers*,1,1,0,0,0,0,0,1
1163,Señoras ¿Cómo es que deseamos la paz en el mundo si nos peleamos hasta en foros de cocina?,1,1,0,0,0,0,0,1
1164,Recuerden: Muchacha borracha no tiene que perder lo Santa,1,1,0,0,0,0,0,1
1165,"Hijas mias. Menear la ""chapa"" PECADO   incitando la carne y el comportamiento deshonesto.",1,0,0,1,0,0,0,1
1166,Yo a todas las mujeres les paro el taxi,1,0,0,0,1,0,0,1
1167,"Casual aki pensando en poner un anuncio OLX.""Mujer soltera  sumisa  amorosa   busca al homre d su vida   favor presentar cta Bancaria"" jajaja",1,1,0,0,0,0,0,1
1168,El carisma de @user es tan falso como sus extensiones de cabello.,1,1,0,0,0,0,1,0
1169,Matala   no seas estúpido.,1,0,0,0,1,0,1,0
1170,Si tu novia usa crocs con calcetines déjala ir   si regresa Mátala! Y niega que anduviste con ella.,1,0,0,0,1,0,0,1
1171,Inmaginense a lo q hemos llegado gracias al PRESIDENTE DEL CAMBIO DEL FMLN a pagar para q le rellenen de Silicon el trasero de esa puta floja de la Mitchy habiendo tanta criatura urgida de un transplante de órganos con alto riesgo de morir: no eso es condenable y aberrante?,1,0,0,0,0,1,0,1
1172,Una alemana como esa además de resolverme la vida está linda!,1,1,0,0,0,0,0,1
1173,Corrió como niña,1,1,0,0,0,0,0,1
1174,Pelea como niña,1,1,0,0,0,0,0,1
1175,Una mujer no tiene derecho a matar al ser humano que lleva en su vientre   ellas dicen   que solo en 4 causales   que más bien son pretextos   qué culpa tiene el niño que la mujer haya sido violada”: Regina de Cardenal,1,0,0,1,0,0,0,1
1176,Aportes al pais?? Si lo unico que ha dejado es la mordaza nuegado de la.violada menjivar,1,0,0,0,0,1,1,0
1177,"Es una piruja porque se entregó
 Y eso que enamorada
 El es un fregón porque se la tiró
 Viéndole la cara",1,0,0,0,0,1,1,0
1178,Es que creo que fue violada jajaja,1,0,0,0,1,0,1,0
1179,Me queda claro algo mis hijas las protejo con todo lo que pueda pero si algún día les pasara algo como una violacion no dudaría en apoyarlas en todo   en cambio usted dice la razón por la que su mamá le dio todo su amor y cariño osea si hubiera sido violada usted no nace,1,0,0,1,0,0,1,0
1180,Debe ser que como la violada es una niñita embera y los violadores unos simples soldaditos   es decir   Nadie y Nadie   No vale la pena el escándalo. Está claro,1,0,0,1,0,0,0,1
1181,Marimacha toda aquella desafortunada mujer de tal apariencia que nunca sería violada,1,0,0,0,1,0,0,1
1182,La mujer  puede forjar  grandes destinos  siempre con sabiduría  el de sus hijos  y el de su  esposo....dichoso el hombre que  encuentra una mujer extraordinaria. Porque es un tesoro invaluable.,1,1,0,0,0,0,0,1
1183,Estos son unos preservativos   sirve para que no andes haciendo marchas desnuda pidiendo legalizar la muerte de un bebé que no tiene la culpa de tu calentura y me vale quien se ofenda,1,0,0,1,0,0,0,1
1184,Que pedo con las odia hombres o cualquier individuo peneportador jajsj,1,0,0,0,0,1,0,1
1185,¿Femenino? En la bancada cyan hay de todo. Feministas   idólatras   ateas   mentirosas   vividoras de privilegios que se auto otorgan   narcisistas   etc.,1,0,0,0,0,1,0,1
1186,La mayoría de feministas en El Salvador son más show que lucha por una vida más justas para las mujeres 🤷🏻 Se dijo y se tenía que decir.,1,0,0,0,0,1,0,1
1187,A cogernos a las gatas putassssss pide pija esta semana!!!!!,1,0,0,0,1,0,0,1
1188,"(•)(•) viene el Clásico Nacional.

Yo

Las perritas 
Las putitas 
Las culo fácil",1,0,0,0,1,0,0,1
1189,"Ya veo a las bichas en la colchoneta ""agarrando el fusil""",1,0,1,0,0,0,0,1
1190,Una senadora de México   Indira Kempis   planea introducir una ley para que #Bitcoin se convierta en moneda de curso legal ,0,0,0,0,0,0,0,0
1191,Apuesto a que a final de año habrán mas países que   como El Salvador   apuesten claramente por $BTC y las criptos ,0,0,0,0,0,0,0,0
1192,"Atardecer desde la cumbre.
La Libertad tiene paisajes hermosos que ofrecerle al turismo. ",0,0,0,0,0,0,0,0
1193,Hoy vuelvo a jugar aquí.,0,0,0,0,0,0,0,0
1194,Las flores son amarillas,0,0,0,0,0,0,0,0
1195,Que lindo dia hace hoy,0,0,0,0,0,0,0,0
1196,Quizás el lugar más escondido en el país. No me equivoco en decir que tiene los más bellos paisajes en El Salvador. Esta zona conecta con Miramundo - La Palma.,0,0,0,0,0,0,0,0
1197, SQL es un lenguaje de computación para trabajar con conjuntos de datos y las relaciones entre ellos.,0,0,0,0,0,0,0,0
1198,Microbús que transportaba empleados de Aeroman Acaba de accidentarse en la carretera de Comalapa.en desarrollo...,0,0,0,0,0,0,0,0
1199,Sin lugar a dudas   un atardecer llegará en su momento   ni un segundo antes ni uno después.,0,0,0,0,0,0,0,0
1200,Los programas de bases de datos relacionales   como Microsoft Office Access   usan SQL para trabajar con datos.,0,0,0,0,0,0,0,0
1201,#Nacionales | Un microbús que reparte personal se accidentó esta noche en el kilómetro 13 de la carretera que de Comalapa conduce a San Salvador   a la altura de la colonia Diez de Octubre   dejando al menos a 5 herido,0,0,0,0,0,0,0,0
1202,Ufff mar   cócteles de camarón   briza   paisajes   relajación... Un día de descanso   bendito Dios!!,0,0,0,0,0,0,0,0
1203,Las novedades sobre las estrellas de cine y música   tendencias de moda   belleza   recetas de cocina y las Casas Reales en el portal femenino líder en Internet.,0,0,0,0,0,0,0,0
1204,estoy viviendo mi mejor vida,0,0,0,0,0,0,0,0
