id,text,is,single
250,En esta 5ta Graduación son en total 129 mujeres técnicas electricistas de cuarta categoría que a partir de este día tienen nuevas oportunidades para salir adelante en nuestro país   estamos aportando al desarrollo de 🇸🇻. #TrabajandoPorElSalvador,1,1
251,Topela al cerco maitro,1,1
252,"Lo más gracioso de todo   es que ella pretende ser una ""dama""   ""mujer digna y respetuosa"" y demuestra todo lo contrario…",1,1
253,Esta putas son unas arrastradas y así vivirán como parasitas viviendo de los mejores postores .,1,1
254,Por esas palabras discriminatorias demandelas don Walter pida unos cien mil porque le apuesto que si usted ubiese dicho eso lo demanda por maltrato a la mujer así que también los hombres podemos demandar,1,1
255,Dieciséis años son tan pocos que yo debí volverme loco para que así llegara a amarte,1,1
256,Calmate   put4 del Zurita.,1,1
257,"Cállese doña que usted transgredio derechos de muchos cuando estaba en la IGPNC boca cerrada doña...
 Politizando la corporación.",1,1
258,"Ustedes si pueden atropellar derechos de los demás!!! Patéticas 
 Respeten la gente que necesita trasladarse   no todos tenemos la paciencia de tolerar sus ridicul_eces",1,1
259,Y clarooo el derecho de uno inicia donde termina el otro!!! Tal como @user se la lleva de una protectora de los derechosss sin en 10 años nunca hizooo nada por nuestra niñez   charlatana!!!,1,1
260,Viejas chucas de mente y de todo.,1,1
261,Paja ustedes se le atravesaron al señor,1,1
262,Busquen trabajo viejas p¥t@s.,1,1
263,Lo único interesante que esa señora exhibió fue su escote,1,1
264,"Si Hillary no puede satisfacer a su esposo   ¿cómo pretende satisfacer a Estados Unidos?""   Donald Trump",1,1
265,El primero que comparó a la mujer con una flor   fue un poeta; el segundo   un imbécil,1,1
266,"Ahora mismo las chicas se dividen entre las que saben perrear y las que no saben perrear""   Pablo Motos",1,1
267,Me llamo a mí mismo un feminista ¿No es así como se llama alguien que lucha por los derechos de las mujeres? Juan Perez,1,1
268,Los hombres somos inútiles para la cocina y vosotras no juegan al fútbol,1,1
269,Hay más violaciones a hombres que a mujeres,1,1
270,“Nunca te patearé de nuevo”   dijo   acercándose y besando mi mejilla. “Solo haz exactamente lo que te digo que hagas y nunca más tendré que patearte,1,1
271,Hijo de mi hija mi nieto sera   hijo de mi hijo   no se si será,1,1
272,Pero la insugnificante y mediocre chayotera se creyó una Cherlock Holmes.,1,1
273,Siga señor poniendo en entredicho a su mamita por no haber criado a un hombre de verdad. La mayoría de sus seguidores que opinan como usted dan pena. Peleando con mujeres nannnbe.,1,1
274,También la agrónoma de Ciudad Arce   gran pasmada es. Antes fue roja.,1,1
275,Estas picada niña se te nota en tu cuerpo.,1,1
276,Vos anda ve quien te pisa mejor vieja puta,1,1
277,A qué pendeja está y es periodista dice,1,1
278,Sos una hdp . Si queres respeto respeta pinch puta,1,1
279,CORRUPTA!!! SOS UNA INUTIL QUE ESTAFASTE AL PAIS COBRANDONOS POR NADA   CORRUPTA!,1,1
280,Para variar… cree q poniendo fotitos se le quita lo tarada! Why? Xq no tiene cerebro para debatir… con argumentos válidos e inteligentes!,1,1
281,“hagan el oficio”,1,1
282,"""busquen marido""…",1,1
283,"""deberías de quedarte en la casa cuidando los niños""..",1,1
284,"""la cocina es par las mujeres""..",1,1
285,Si las malas palabras y boca de cloaca que tienen esas tartuzas es legitima defensa de las mujeres para otras mujeres.,1,1
286,Que es mari mach8 uds que critica otra mujer 🚺 mejor vaya a Rusia,1,1
287,después no anden de lloronas que la ley no las protege   se aguantan que les dejen de lado la quijada... al estilo de Gabriela   la conocen verdad??,1,1
288,Alguna mujer que tenga un gallo haciado   que huela a fabuloso lavanda,1,1
289,Las mujeres son como las hormigas cuando no son locas están bravas.,1,1
290,Sino has tenido una negra en tu cama fracaseste con tu pito,1,1
291,Pero como voy a ser machista si me he criado rodeado de mujeres,1,1
292,Soy como dios   dejad que las niñas se acerquen a mí,1,1
293,Las mujeres deben honrar el don la obediencia,1,1
294,Callada se ve mas bonita,1,1
295,Yo tengo una novia que tiene un espectacular y hermoso cucu    pero es mio,1,1
296,Esa mujer se ve bien correteada   no le da vergüenza haberse casado de blanco    con velo y corona,1,1
297,Un macho que se respeta hace pagar una infidelidad,1,1
298,Las mujeres provocan al diablo y después se quejan de el,1,1
299,"¿Qué tiene la mujer una vez al mes y les dura tres o cuatro días? El sueldo de su marido""",1,1
300,Yo soy hombre la que pierde es ella por ser mujer.,1,1
301,A huevo tiene que aguantar no para eso es mujer.,1,1
302,Los hombres no lloran   porque no son mujeres.,1,1
303,La mujer para estar buena   tiene que tener buenas piernas y ser bastante tetona.,1,1
304,Yo sé que mis ex mujeres extrañan como yo las tocaba   porque les conozco todo el cuerpo,1,1
305,No te hagas del rogar sé que te mojarías si te toco   porque se te nota lo caliente y fogoza que sos,1,1
306,Mujer que le gusta tomar y fumar es prestadora de culo.,1,1
307,Esta más kilometrada que una carretera.,1,1
308,Las mujeres bravuconas   solo necesitan un marido que le dé   con todo y que le baje el mal humor y la calentura.,1,1
309,Esa foto esta para follar en nombre de ella.,1,1
310,Macho que se respeta sabe dominar a una mujer.,1,1
311,A la mujer ni todo el amor   ni todo el dinero.,1,1
312,Entre más orgullosa la condenada más cogida ha de estar.,1,1
313,Son pendejos los que votaron por mujeres en las elecciones pasadas    se arrepentirán   porque a las mujeres no se les puede dar poder   se enloquecen y quieren valer más que uno las ilusas.,1,1
314,Si se pone mini faldas es porque quiere que la vean y la cojan.,1,1
315,Tontos porque les dan poder a las mujeres,1,1
316,Saludemos a las diputadas que se la pelan a @user,1,1
317,A las mujeres hay que enseñarles respeto en la cama hay que educarlas.,1,1
318,Nació niña artículo para caballeros.,1,1
319,Solo con verla como se viste se le ve en la cara lo golosa para el sexo.,1,1
320,Se hace la que no me conoce pero en mi cama tiene vicio.,1,1
321,Me la como entera y nadie se entera solo un par de amigas.,1,1
322,Las Mujeres son para estar en la casa.,1,1
323,Macho alfa tiene muchas mujeres.,1,1
324,Esta floja y fea.,1,1
325,La mujer es desahugé,1,1
326,La tienes para limpiar y tus hijos parir.,1,1
327,soy su macho que te engrandece y te da valor.,1,1
328,Estas no son horas de llamar solo que me la quieras mamar,1,1
329,Me vas a ver con otra y te vas a morder el trasero.,1,1
330,esta noche quiero que seas mi rehén   te crucificare haciéndote mujer.,1,1
331,necesito una rubia que tenga grandes las tetas y quiera que se la meta.,1,1
332,Tú sabes que eras mía   mía tu misma lo decías cuando yo te lo hacía.,1,1
333,Yo a ti te martillo y te doy lo que pides,1,1
334,Tus ojos son como dos sartenes cada vez que me miras se me fríen los huevos,1,1
335,La mujer que no quiera que la frieguen que se compre un vibrador,1,1
336,Mujer bonita no tiene nada en el cerebro   vale solo por lo que puede dar,1,1
337,Ni bañándome se me quita todo lo sucio que quiero hacerte,1,1
338,Su ropa y su cuerpo convina a la perfeccion con mis sabanas y mi cama,1,1
339,El cuerpo de las mujeres esta mejor sin ropa,1,1
340,Los hombres tenemos la alegría para las mujeres en el cuerpo,1,1
341,El viento es el mejor aliado de los hombres porque levanta la falda de las mujeres,1,1
342,Las mujeres han robado las miradas de los hombres porque siempre la llevan puesta en el culo,1,1
343,Las mujeres tienen una mina de oro entre las piernas,1,1
344,El cuerpo de la mujer siempre pide un revolcón,1,1
345,Dame una sola razón para no violarte,1,1
346,Quiero meterle mano a semejante maquina,1,1
347,Yo no quiero oro ni plata solo quiero el tesoro que llevan entre tus patas,1,1
348,Quiero ser tu profesor de tercero para pasarte al cuarto,1,1
349,Quisiera ser tarzan para andar de rama en rama hasta llegar a tu cama,1,1
350,Quiero extraer todo el néctar que hay en tu flor,1,1
351,Mamita jueguemos al 42 tu te pones en cuatro y yo en dos,1,1
352,Las mujeres tienen el poder de poner tieso lo que no tiene hueso,1,1
353,Que bonita maseta para sembrar mi chile,1,1
354,Quisiera se mariachi para tocarte la cucaracha,1,1
355,Quiero hacer nido en tu agujerito,1,1
356,Mi vecina es muy caliente y provocativa,1,1
357,Estas bien deliciosa para comerte bebe,1,1
358,Esta mujer es un bombon   un rico pastel,1,1
359,Quien en verdad te ama te la mama,1,1
360,Estas como para llevarte a trapear la casa,1,1
361,Corazón de melon te espero en la cama sin pantalón,1,1
362,en el corral de mi corazón tu eres la mula que mas patea,1,1
363,No le cierres las piernas a quien te abrió su corazón,1,1
364,Soy zapatero y quiero clavarte la puntilla,1,1
365,Soy busero   súbete en la parada,1,1
366,Si ya perdiste la virginidad ya no tenes nada que perder,1,1
367,Quiero destaparte el agujero,1,1
368,Estas alterando la paz de mis pantalones,1,1
369,Ya estaba más recogida que una perra en celo,1,1
370,Las mujeres santuronas    les das un trago y te dan las nalgas rápido,1,1
371,Quiero chuparte todo de pies a cabeza,1,1
372,Las mujeres con regalos que uno mismo se compra    porque todas son interesadas.,1,1
373,Entre más vieja más sabrosa la condenada,1,1
374,La cara no le ayuda es de poner almohada   pero el cuerpo la levanta,1,1
375,Gran pupusa se le marca la compro grande,1,1
376,Le pusieron mucha levadura a ese pan,1,1
377,La llevara a un motel y la hiciera mi esclava,1,1
378,Me gusta lamerte los dos agujeros,1,1
379,Me gusta tu cara cuando entra entero,1,1
380,Me gusta abrirte las piernas y lamberte toda,1,1
381,Eres esclava de mi cama,1,1
382,Quítate el traje y modélame los pantys de Victoria Secret,1,1
383,Tu eres una diabla dentro de una mujer,1,1
384,Las mujeres depiertan al demonio y luego le tienen miedo,1,1
385,Ese culo se merece todo,1,1
386,Si te lo meto no me llames   que esto no es para que me ames,1,1
387,Si tu novio no te mama el culo   yo te lo mamo,1,1
388,Baja para la casa que yo te lambo toda y te rompo toda,1,1
389,Yo quiero tirarme una foto con esas nalgotas,1,1
390,Tus gemidos de dolor me gustan mas que los de placer,1,1
391,Si tu cama hablara   se dieran cuenta que sos una puta,1,1
392,No hizo nada malo pero la tuve que castigar,1,1
393,Te voy a chingar y en la cama vas a gritarme que siempre me vas a amar y que soy el dueño de tu cuerpo,1,1
394,Las mujeres se emborrachan y en cuatro se pone rapidito,1,1
395,Yo no entiendo cual es la jodedera con eso de feminicidios y cuál es la diferencia sí es hombre o mujer   somos seres humanos y tenemos los mismos derechos sin diferencia de género   si no comencemos a hablar de Hombrecidios también no ?,1,1
396,Solo a llorar llega. Insulta hasta al presidente   pero le dicen algo a ella te acusa de machista y te demanda. Se escuda bajo su condición de mujer   ahora dice que es perseguida 🤣 Bertonta,1,1
397,Mami   yo te piso y te aplico el freno,1,1
398,Yo tengo mil putitas   y a ti te bote y te olvide,1,1
399,Entre esas piernas tu tiene poderes   por eso sigo aquí aunque pelees,1,1
400,Ella esta puesta para pecar,1,1
401,Nuestras salvadoreñas siempre se les moja el gallo a cada rato.,1,1
402,Deja de oler como una niñita y huela a hombre con old spice,1,1
403,A estas Pv7as mejor que no les dediquen nada. Joden por todo y por nada. Por eso no gobiernan ningún país poderoso   capaz ya hubieran tirado los misiles dependiendo de la luna.,1,1
404,Todas las mujeres invencibles que   aún enfermas o cansadas   salen a buscar el pan de cada día.,1,1
405,Todas las mujeres creativas que se las ingenian para cumplir con mil tareas a la vez.,1,1
406,Feliz día a todas nosotras.,1,1
407,El spot lo presentan puras mujeres pero los hombres se deben disculpar...si aja.,1,1
408,"Por suerte   en mi círculo de amistades y familiares solo hay mujeres sin complejos   exitosas en todo lo que hacen   nobles   lindas y amadas   Si le puedo decir ""Felicidades a las más hermosas mujeres en su día como en todos los demás días""",1,1
409,Espero no sonar misógeno o machista porque no lo soy; pero es verdad lo que digo.,1,1
410,debe de ser modificada   ya que les da libertad para hacer y decir lo que quieran sin tener repercusiones   debe de ser pareja   así como las debe de proteger también las debe de limitar   cuantas mujeres salen ofendiendo y si les responden ya van con demandas ante la fiscalía,1,1
411,Esta @user es la peor mierda que ha cagado este país ,1,1
412,Uta la @user 🤦🤦🤦,1,1
413,Come 💩💩💩💩 Vaya a trabajar no se le paga para hacer desórdenes.... LADRONA,1,1
414,"""las apoyo porque tengo mamá""",1,1
415,Díganle que SI para que se calle.,1,1
416,La que esta desquisiada eres tu con esta clase de mensaje   el fracaso te esta afectando demasiado. Respira 10 veces y no leas   ni escuches nada que te pueda seguir afectando el razonamiento,1,1
417,Vieja lambe c_ulo como no agarro hueso anda ladrando de enojada …te acordas?,1,1
418,Bajale 2 rayitas a tu drama que nadie te toma en serio,1,1
419,2  183 que perdieron el tiempo viendo y escuchando la misma verborrea de siempre de esta mujer,1,1
420,Esta solo pasa inventando leyes   a nosotros las leyes q nos interesa la de los Residuos   q ahi esta incluida ella...,1,1
421,Cuando va aprender esta sirvienta del pueblo,1,1
422,La experta 😂😂😂 nefasta.,1,1
423,Esta vieja que Jode    y que no tendrá marido que le quite tanta buya,1,1
424,Nunca que te queda claro con la #Ladyhijadeputa si de verdad tiene algo que decir   o es una niña diciendo ño quiero ño quiero y ño quiero,1,1
425,Y PARA QUE HABLAN DE BITCOIN? CADA VEZ SE LES NOTA LA IGNORANCIA AL TEMA... DEDIQUENSE A HACER MARCHAS,1,1
426,Maitra! Mejor coma mierda solo ceroteses dice!!!!! Puta trabaje que para eso le damos de artar a usted y su familia!,1,1
427,Acaso juegas a videojuegos? Pero si eso es para hombres,1,1
428,Ella es una cualquiera,1,1
429,vistanse normales porque en el colegio no hay muchachos para quien vestirse.,1,1
430,Anda trabajar gorda q mueren más hombres q mujeres,1,1
431,Jajajaja   El Salvador   jajajaja feminista   jajajaja No se como lograste tener Internet en El Salvador   pero ya deja de escribir pendejadas y regresa a la cocina,1,1
432,Vayan a cocinar mejor que ya voy a llegar,1,1
433,Ya se pasan de mentirosos   farsantes   embusteros y chambrosos   no les da vergüenza mentir   ya solo falta que digan que murió por un parto no deseado   todos hablan puro pupú.,1,1
434,Decerebras que solo siguen un guión ..,1,1
435,Son seguidoras de la Dipurata @user... imaginense que escuela tienen ???,1,1
436,Son lesbianas   no les hagas caso.,1,1
437,Los hombres vamos tranquilos por la vida   pero llega una mujer y nos vuelve locos   provocando que hagamos cosas malas,1,1
438,Esa chica solo cuando estamos sin ropa me habla,1,1
439,Mujeres concubinas de Lucifer   roban el alma a los hombres,1,1
440,Contigo todo me crece   el pito   las mañas   las ganas y mis instintos,1,1
441,No nos provoquen porque después no somos culpables de lo que pase,1,1
442,Las muchachas usan minis faldas para que todos los hombres les vean la cucaracha,1,1
443,Tú eres una diabla   y mi bicho contigo hizo un pacto,1,1
444,Mami yo sé que tu cuerpo me necesita,1,1
445,Hay mujeres que no vale la pena quererlas si como ellas hay muchas,1,1
446,Mujer malvada desde tu mirada,1,1
447,Pobre diabla naciste para que te pongan los cachos,1,1
448,El aborto no necesariamente tiene que ver con religión   basta tener respeto a la vida y valores. No podemos combatir un crimen   como la violación   con otro crimen como el aborto. Nuestro derecho acaba donde comienza el derecho del ser humano en el vientre.,1,1
449,Habiendo tantas verdaderas mujeres lindas   pura propaganda de los movimientos de transgéneros. Poner esa cosa que no es mujer ni es hombre a puras operaciones.,1,1
450,Prudencia Ayala   la primera mujer en América Latina que aspiró a la presidencia y a la que tildaron de loca,1,1
451,"Esta resolución debería servir para procesar prácticamente a toda obra pública   intelectual   música   libros   peliculas   etc. Prácticamente   todo alrededor de la belleza femenina   ""cosifica"" a la mujer. Incluso hay mujeres que contribuyen todos los días a eso.",1,1
452,el hombre que golpeo a su mujer y ahora sacan hasta memes de eso. Desde cuando la violencia domestica es chiste? Y lo peor es que le dan fama a cualquier pendejo con tal haga el ridiculo. Hay que madurar como sociedad…,1,1
453,Ser mujer es un privilegio de parte de Dios de tener características sumamente especiales   ser madre   confidente   buena amiga,1,1
454,Una mujer en politica es una empleada mas a servicio del poder !!!,1,1
455,Si los niños abortados le pudieran decir lo que sintieron al ser asesinados quedaría Usted más impactado...por cierto para su aclaración nunguna esta presa por aborto están bajo sentencia por asesinato,1,1
456,Lastima que siguen hablando que están acusadas de abortar cuando en realidad es por Homicidios que son encarcelaras a 30 años   las penas por aborto no llegan a esa cantidad de años.,1,1
457,aguanta todo por miedo a quedarse sola,1,1
458,Esa nidia y sus ridículas bufandas,1,1
459,Lenguaje inclusivo PECADO.,1,1
460,Una mujer de Dios no puede manipular a su marido,1,1
461,Inmaginense a lo q hemos llegado gracias al PRESIDENTE DEL CAMBIO DEL FMLN a pagar para q le rellenen de Silicon el trasero de esa puta floja de la Mitchy habiendo tanta criatura urgida de un transplante de órganos con alto riesgo de morir: no eso es condenable y aberrante?,1,1
462,Una alemana como esa además de resolverme la vida está linda!,1,1
463,Corrió como niña,1,1
464,Pelea como niña,1,1
465,Una mujer no tiene derecho a matar al ser humano que lleva en su vientre   ellas dicen   que solo en 4 causales   que más bien son pretextos   qué culpa tiene el niño que la mujer haya sido violada”: Regina de Cardenal,1,1
466,Aportes al pais?? Si lo unico que ha dejado es la mordaza nuegado de la.violada menjivar,1,1
467,"Es una piruja porque se entregó
 Y eso que enamorada
 El es un fregón porque se la tiró
 Viéndole la cara",1,1
468,Es que creo que fue violada jajaja,1,1
469,Me queda claro algo mis hijas las protejo con todo lo que pueda pero si algún día les pasara algo como una violacion no dudaría en apoyarlas en todo   en cambio usted dice la razón por la que su mamá le dio todo su amor y cariño osea si hubiera sido violada usted no nace,1,1
470,La mujer  puede forjar  grandes destinos  siempre con sabiduría  el de sus hijos  y el de su  esposo....dichoso el hombre que  encuentra una mujer extraordinaria. Porque es un tesoro invaluable.,1,1
471,Estos son unos preservativos   sirve para que no andes haciendo marchas desnuda pidiendo legalizar la muerte de un bebé que no tiene la culpa de tu calentura y me vale quien se ofenda,1,1
472,Chepe es la cultura salvadoreña... Y no hay que comprenderlas   solamente amarlas…,1,1
473,"Es que las mujeres   todo a conveniencia. El único principio y valor que ejercen parece ser ""si me conviene a mí "".",1,1
474,Simplemente vulgares estas viejas,1,1
475,Vieja el último,1,1
476,el celibato existe para que los sacerdotes no conozcan el infierno terrenal,1,1
477,las mujeres son buenas para cuidar niños,1,1
478,Bien lo dice el dicho no confíes en alguien que sangra por 5 días y no se muere!!,1,1
479,Mujer que sabe latín   no tiene marido ni llega a buen fin,1,1
480,La mujer da al marido dos días de felicidad: el de la boda y el de su entierro,1,1
481,"""El regadío hay que utilizarlo como a las mujeres   con mucho cuidado   que le pueden perder a uno""   Miguel Arias Cañete",1,1
482,La muerte tiene una sola cosa agradable: las viudas,1,1
483,Okay   cosas que una mujer nunca tiene que hacer: Vestirse con una minifalda y salir a un bar   uno; ir sola   dos; ponerse a jugar billar donde obviamente levanta el trasero siempre y los hombres obviamente se calientan,1,1
484,La oferta -todo lo que puedas coger- es un puticlub,1,1
485,La triple penetración,1,1
486,Socadas las mujeres que no les gusta el sexo anal,1,1
487,Una mujer que se lo trague y pida mas,1,1
488,Hay mujeres que son unas frigidas insoportables,1,1
489,porque de tod@s es sabido que limpiar es solo cosa de mujeres,1,1
490,las mujeres que no enseňan son unas estrechas,1,1
491,Las mujeres no tienen más hijos porque no pueden conciliar,1,1
492,muy aguada esa chava   esta muy nalgueada   se ve aplaudida y sin gracia,1,1
493,agarrenla bien cabrones  arrimensela bien   tratenla como se merece   les esta dando chance   aprovechen y diganle tomala que es tuya,1,1
494,quisiera tener esas piernas en mi hombro mi amor,1,1
495,se le ve que le encanta el sexo,1,1
496,en esa boca le entra todo a esa chava,1,1
497,ya te imagino en la intimidad has de hacer cosas riquisimas   mamita,1,1
498,te ves hermosa y muy sabrosa   me gustaria mucho que fueses mi regalo,1,1
499,como el cuerpo es un templo   esta hembra tiene un catedral,1,1
500,porque voy a respetar a mujeres que no denotan castidad,1,1
501,Y #ladyvaca aceptará heno como forma de pago???,1,1
502,"Y porq gritara está diputada @user ???
 Calmese doñita",1,1
503,Está ñoña ni argumentos tiene lo mismo hablo que parquer más el tiempo perdido,1,1
504,Esa señora solo llorar le falto,1,1
505,Para empezar... ¿quién es esa zorra?,1,1
506,aunque no me lo crean yeik tambien me chacalio a miiiiii,1,1
507,"Tú eres la número uno
 Y como tú no hay dos (ah-ah)
 Con la cama somos tres
 ¿Por qué no nos comemo'? (Ah)",1,1
508,"Cuando la toco ella de na' se viene
 Estoy pa' darte lo que tú me ordene'
 Solo me busca' cuando te conviene   ey",1,1
509,Hay mijaaaa ud que se muere por una mamada,1,1
510,Las vamos a cazar una por una y las vamos a destazar,1,1
511,Mejor no mandar fotos chicas   a nadie,1,1
512,A mi este maje siempre me ha caído mal. Pero en si que hizo? Alguien explíquenme. No creo que solo lo quieran quemar por el tiktok   ya que también hay muchas chicas compartiendo el mismo relato del video.,1,1
513,El maje es bien pendejo la verdad   pero si ya saben con es él para que putas le mandan las fotos,1,1
514,Eso digo yo   quien es más pendejo el @user o las que mandan fotos. Aprendan bichas no sean brutas…,1,1
515,Ya aburren algunas mujeres con esa queja del acoso   y ni las vuelven a ver... No sé crean tanto!!,1,1
516,"Violarte?
 Ni que fuera mis universo.",1,1
517,Pooota esa bicha está sobrevaluada jajaja se cotiza.,1,1
518,En su momento algún militaron y la dejó confundida jajaja jajaja,1,1
519,Naaaaambe chele    si este culantro lo que quiere son un par de segundos para estar en la onda. 😁😁,1,1
520,Es que los hombred que las mujeres quieren que las piropeen no lo hacen...por eso la queja.🤦🏾‍♀️,1,1
521,Esa mujer está bien fea  no quiere que los soldados manejen los buses porque es marera👽🌎🎶,1,1
522,Vaya echarse vieja ridícula,1,1
523,"La típica vieja que sube fotos ""secsis""   con el versículo biblico. Porque pues   la bendita puteria",1,1
524,Pero si lo que paso con @User tambien es una forma de violencia hacia la mujer. O es que si no forma parte de tus amigas no deberia importar?,1,1
525,"¿Y la diputada de la comisión de la mujer   @user no se va a pronunciar con respecto al vídeo de @user donde promueve la divulgación de material sin consentimiento? ¿O las amenazas que han recibido algunas mujeres? 
 
 Solo cuando les conviene   veá.",1,1
526,Necesitan unas clases  cayó redondita en la trampa  si necesitan ayuda  yo les puedo colaborar para que no les vuelva a pasar  con gusto les ayudare  envíeme mensaje privado.,1,1
527,Es tonto acusar a alguien por algo virtual   el tipo es un idiota y no lo defiendo   pero no te consta si es él   cualquiera puede hacerse pasar por otra persona y dañar su imagen incluso una imagen dañada como la de @user   pero puede ser cualquiera incluso feministas aprovechándose,1,1
528,Seas mamón como que fueras vieja,1,1
529,Cuidado @user al rato te dieron agua de calzon de la Pao,1,1
530,Lo que pasa que esa mujer es dama de compañía Por eso analizar entes lugares y con hombres mayores,1,1
531,Es la dama de los viejitos jefes gerrilleros. Te lo dije chele te lo dije..,1,1
532,Se que es corrupta y ladrona ...PERO ESTA BUENISIMA LA CONDENADA.😍😂😂,1,1
533,Es una excelente trabajadora del oficio mas antiguo del mundo   por eso los TERENGOS   no podian presindir de sus servicios...😁,1,1
534,Disfruta colocha que vienen por ti muy pronto…,1,1
535,Hay que tener cuidado esta vieja puede deslechar a cualquiera,1,1
536,Da la impression que ella era la Senora del servicio... De dormitorio,1,1
537,Señor lo felicito por que me hizo reír que esa mujer por mas que se desnudo no valió de nada en El Salvador 🇸🇻 todos la conosen y nadie la mira no importa ya no le den fama,1,1
538,@user   es una mujer que yo nunca recomendaría en una Empresa   es igual que la Sra. @user   son mujeres degeneradas y baratas,1,1
539,NOTE PREOCUPES ESTA NIÑA DE AGUA LOCA YA TIENE SU TUMBA LISTA.....❗❗,1,1
540,Ella llega donde hay viejos millonarios ... como dices tú gracias a Dios ke no llego ala asamblea .         decía mi abuelo . Dios sabe las culebras ke amarra ..,1,1
541,ESA colocha sabe para que le han dado ESA babosada .. pre pago o pos Pago ??Esa es una pré-pago   le gusta viejos con Dinero,1,1
542,Esta deveria buscar trabajo en baby lips por que como dijo Silva tiene buen cuerpo pero la caratura no muy bien y le gusta pelarse,1,1
543,no termino de ver el video pero ya que hablas de esta mujer toxica que hay del youtuber @user porque no son solidarios con alguien de su gremio deberian de hablar de el para pedir un juicio justo si el cometio una falta que pague pero en lo justo,1,1
544,Trató de domesticarte   pero sos un animal   nena está en tu naturaleza,1,1
545,Me adelanté como un puma entre las sombras   pegaré tu cuerpo entero con mis besos,1,1
546,No te asombres si una noche entro a tu cuarto y nuevamente te hago mía. Bien conoces mis errores   el egoísmo de ser dueño de tu vida. No te hagas la loca eso muy bien ya lo sabías,1,1
547,tu experiencia primera   el despertar de tu carne   tu inocencia salvaje   me lo he bebido yo,1,1
548,Solía amarla   pero tuve que matarla   tuve que enterrarla seis pies bajo tierra y aún puedo oír cómo se queja,1,1
549,No hay quién entienda a las mujeres   llevo años intentándolo: tendrían que ser como la tele   que trae manual de explicación   prenderlas a control remoto   hallándolas tocando un botón y si te fallan o hacen rayas mandarlas a devolución,1,1
550,Sos tan espectacular que no podés ser mía nada más / Tenés que ser de todos,1,1
551,No tengo la vocación de un suicida asesino / Pero si es preciso afilo el cuchillo y me aplico / Si mato una mosca es muy posible que la entierre,1,1
552,Tráeme la escopeta porque le voy a disparar / Al amor de mi vida que me acaba de traicionar / Se arrancó con un hombre que ahora es un nuevo galán / Me dejó como un perro y ahora tendrá que pagar,1,1
553,Y estás bajo mi control / Sólo yo puedo tocarte / Y puedo ahogarte / En el vértigo del sadismo,1,1
554,A mi lado nadie te tocará / Nadie se acordará de ti / Cuando no te acuerdes de nada / Serás mía,1,1
555,cuando no haya aire para respirar / Te estaré asfixiando / Encadenada con mi foto / Condenada a pensar en mi / El pasado desaparece / Y eres mía,1,1
556,Corre por tu vida   pequeña niña   si te atrapo con otro hombre será el fin,1,1
557,Prefiero verte muerta que con otro hombre,1,1
558,Tengo que decirte algo que te puede doler: si te veo hablando con ese chico otra vez   te voy a castigar y te voy a dejar,1,1
559,Yo quiero una mujer como la tele / Que hable solo cuando uno quiere / Dejarla en el rincón que tú prefieres,1,1
560,cada vez que respires / Cada movimiento que hagas / Cada atadura que rompas / Cada paso que des / Estaré observándote,1,1
561,Cada día/ Cada palabra que digas / Cada juego que juegues / Cada noche que te quedes / Estaré observándote,1,1
562,Oh ¿No puedes ver que me perteneces?,1,1
563,Eres la perra más sexy del lugar,1,1
564,Sé que lo quieres,1,1
565,Tiene solamente 16   pero se siente como si tuviera 26,1,1
566,Flujo de protones   acostumbrada a enamorar de mayores / Casados   solterones / con la voluntad de satisfacer la mujer que grita en ti,1,1
567,Pues si puedo hacerte daño / solo falta que yo quiera lastimarte y humillarte (…) Por eso ahora tendré que obsequiarte un par de balazos pa’ que te duela / Y aunque estoy triste / por ya no tenerte / voy a estar contigo / en tu funeral,1,1
568,Solía amarla   pero tuve que matarla   tuve que enterrarla seis pies bajo tierra y aún puedo oír cómo se queja,1,1
569,Ella maldecía tanto   ella me volvió loco /Y ahora soy más feliz de esta manera,1,1
570,Eres ciudadana de segunda clase   sin privilegios y sin honor / Porque yo doy la plata estás forzada a rendirme honores y seguir mi humor / Búscate un trabajo   estudia algo   la mitad del sueldo y doble labor / Si te quejas   ahí está la puerta. No estás autorizada para dar opinión,1,1
571,Sólo quédate ahí y mírame arder / está bien porque me gusta cómo duele. Sólo quédate ahí y mírame llorar y está bien porque me gusta cómo mientes,1,1
572,"Yo tengo sus noches y su pasión  
 sus fantasías y su obsesión   aunque te duela   soy
 la que en tu cama probó su amor   tú eres rutina
 por eso yo   prefiero ser su amante   su amante",1,1
573,"Soy un desastre cuando tú te vas de casa  
 en el armario ya no encuentro las corbatas  
 soy un desastre y no entiendo lo que pasa  
 ya estoy cansado de comidas enlatadas.",1,1
574,"Soy un desastre y sin ti yo estoy perdido  
 tus vacaciones estropean mis sentidos  
 soy un desastre y me siento confundido  
 quiero decirte que ya basta de caprichos",1,1
575,"Estas en tu casa tan triste y tan sola  
 nada que hacer y estas picándote la cola.
 Yo te recomiendo para tu calentura
 que vayas a la tienda por un bote de pintura  
 consigas un mango   el mango de un hacha
 y luego te la ensartes en la cucaracha",1,1
576,"Si no te es suficiente y no te prendió la mecha  
 sigues caliente y no quedaste satisfecha  
 Ve por un mango   el mango de un martillo  
 ponle vaselina y métetelo en el fundillo",1,1
