id,text,is,category3
295,AY Dios Santísimo!!!! Pero si es que a las féminas  féminis  fémines   feministas   feministos  feministes   jajahajaaja!!! de plano que se les cruzaron los cables!!!! Y ya no encuentran a qué más chifladuras recurrir para llamar la atención!!! Juajua🤣🤣🤣4,1,0
296,Lamentablemente las féminas organizadas nacional e internacionalmente son manipuladas de forma prepago para chantajes económicos y políticos.,1,0
297,"Aquí no se pronuncian las feministas por la igualdad de derechos   basura de HDP ese maricon pero más lamentable esos ""Influencers"" que contrata la televisión.",1,0
298,La dictadura del matriarcado a comenzado,1,0
299,De lo que usted habla papa es del hembrismo que es lo que disfrazan muchas personas de feminismo   el hembrismo es la otra versión del machismo   el feminismo está bien las otras dos no,1,0
300,Muchos diríamos que es al revés: la Ideología de Género busca evitar que nos expresemos contra la heterofobia   el hembrismo   contra el aborto y feminismo radical al que quieren someter a la Mayoría.,1,0
301,Jajajaja aprovechando que tu coment esta fuera de contexto.... contame porque no hay ninguna feminista ridícula en ucrania protestando por la muerte de niñas y mujeres... ahí no llega la sorosidad o que ondas? Ustedes y su asqueroso chiste feminista dan pena...,1,0
302,"Como queda de mas este tipo de actos de vandalas y resentidas sociales que recurren a la violencia a quienes no tienen vela en este entierro.
Mejor vayan a cantarles esto a los politicos y no hagan ridiculo con su estereotipo sexista.",1,0
303,"Y lastima que la humildad y pocos recursos no le quiten lo feminista sexista y sobre todo lo ignorante a las disque ""mujeres""",1,0
304,¿Las feministas también van a cobrar los $300 del estado opresor?,1,0
305,Jajaja las pinches feministas todo es ataque para ustedes así de inservible su pensamiento,1,0
306,"No hable kk maitro. Eso es una falacia feminista. Las mujeres ganan menos   porque trabajan menos.

Y la mayoría no aceptan trabajos que históricamente lo han hecho hombres por la responsabilidad que conllevan.",1,0
307,"Reducción de la violencia contra las mujeres   y sin necesidad de las marchas destructivas de las ""feminazis""",1,0
308,"Ya veo a las feminasis las tóxicas y algunos ""hombres"" creando el Hastap #SiHayViolenciaContraLaMujer y también #bukelemiente",1,0
309,Feliz día a las mujeres que exigen los mismos derechos para las mujeres y para los hombres y no “trato preferencial “   para las que quieren leyes que castiguen a los delincuentes sean quienes sean #Luchadoras #Fuertes #NoALaIdeologíaDeGenero,1,0
310,Exbanquero se convierte en un “reptil sin género” Cuando La ideología de genero llega demasiado lejos #NoAlaIdeologiaDeGenero,1,0
311,La defensa de una mujer débil de carácter (usualmente latina) redunda en feminismos y otros complejos de ese estilo.,1,0
312,"Dejemos de llamarle ""Feministas"" a las locas que salen desnudas a gritar y dañar propiedades   esas son locas y punto.",1,0
313,Me encanta ver la reacción de cucarachas rociadas de Baygon   cuando uno critica una publicación de feministas resentidas.,1,0
314,Es grande la necesidad de amor que estas mujeres feministas tienen.,1,0
315,Ni machismo ni feminismo   igualdad,1,0
316,Porque será que el 99.99 de las marimachonas que están a favor del aborto es 100% seguro que jamás ningún hombre en su sano juicio les tocaría un solo pelo y entre ellas imposible embarazar   así que jamás podrían tener el dilema de si o no. Es q son lo peor en físico que existe.,1,0
317,"Muchos me han llamado...recordando la historia del escándalo de las sepulcros blanqueados   de las que hablan de la no violencia contra la mujer y juntas ...en vaca fueron a cachimbear a una...
 Fue escándalo público y notorio...y hoy se las pican de pulcras. Una es funcionaria",1,0
318,Después se quejan las feminazis de que las ofenden. ¿No será que se han puesto de acuerdo para sacar dinero a la gente?,1,0
319,"Para creerles feminazis   pongan el video y entonces...
 Lo que veo en la foto   es que está parado esperando que ustedes pasen en dónde están claramente pisoteando el derecho de libre circulación de los otros ciudadanos…",1,0
320,Claro que sí tengo(mujer   madre   hija) y son personas de bien que no necesitan sacarse las tetas o manchar paredes para hacer valer sus derechos.,1,0
321,"No se justifica debe actuar la ley   pero la marcha no era pacífica   era una marcha de malas habladas   acusadoras   hubo agresión verbal   mientras pedían ""respeto""",1,0
322,"A nadie que ande en paz y afán le agranda encontrarse con marchas   manifestaciones   calles cerradas por que son actividades que entorpecen las actividades de los demás.... y nunca sirven para nada esas ""marchas""",1,0
323,Y es hombre o es macha ? Parece feminista = macha,1,0
324,Y debe ser feminista porque tiene cara de hombre . Tan malles pagan que ni para maquillaje le alcanza,1,0
325,Busquen oficio p1nch3s vandalas que salen solo ha joder gente. Una verdadera mujer   trabaja   cuida de sus hijos   se realiza como mujer de verdad y no como adefesios que dañan la imagen de ese género.,1,0
326,"Jajajajajaj @user   la defensora de misoginos... jajajajaja gran referente de la hipocresía ""feminista""",1,0
327,@user es una tipa con problemas sicologicos y no es superior en nada y a nadie de que hablas? Es una feministas de cartón con ideas estúpidas de una sociedad que no existe Cual humillación?.....por favor si las cosas se toman de quien vienen,1,0
328,Pobres TRASTORNADAS 🤦🏻‍♀️Sólo aclarar que no estoy en contra de los derechos de la mujer   es solo que estas personas han equivocado el rumbo Y... ¡NO ME REPRESENTAN!,1,0
329,Bien raro q salen a marchar en contra de la violencia y gritandoles grocerias a otras mujeres. Dan asco🤮🤮 puro activismo politico.,1,0
330,Feminista de mierda solo sirven para joder solo son lengua las hipócritas ofendiendo y de gradando a otras mujer y esa bandera mierdera de feminismo sólo la usan cuando les conviene y cuando no se cagan en ella hipócritas corrupta delincuente mal pisada bajeras,1,0
331,Las verdaderas feministas no se comportan de esa manera tan primitiva.,1,0
332,A mi esas feministas que odian a los hombres no me representan,1,0
333,Las mujeres marchan y luego se agarran ellas mismas   porque son mas machistas que los hombres,1,0
334,Las feministas alegan por todo,1,0
335,El feminismo no ayuda a nuestras sociedades y hace que el masculinísimo tome represarías,1,0
336,Que bonitas las feministas?,1,0
337,De dónde sacan tanto dinero para pagar a todas las revoltosas?,1,0
338,Organizaciones? Parásitos de la sociedad   eso es lo que son estas porquerias.,1,0
339,que estupidas las feminazis,1,0
340,Y por eso fracasarán estas feministas,1,0
341,El enfermo feminismo no me representa como mujer   el feminismo va a caee,1,0
342,El FEMINISMO no es BANDALISMO. Deberían estudiar bien el término feminismo y darle una buena aplicación.,1,0
343,Cuando se unen esta clase de mujeres. No ayudan sino perjudican,1,0
344,Feminismo igual a retroceso.,1,0
345,Tienen un lenguaje de bajeras y corrientes   un resentimiento espantoso   envidia   y sobre todo les falta Dios. Engendros del diablo. Y las dirije una ya entrenada en las estupidez y dirigente del infierno.,1,0
346,Pobres putas marimachas y además cogionas !!!,1,0
347,"Celebrando el día de la mujer y oyendo perreo   comprando boletos para #BadBunny donde solo son letras de ""canciones"" que denigran a las féminas. Convirtiéndose en asesinas de seres indefensos... ¡Feliz día ""mujeres""",1,0
348,Son manes aunque se vistan de viejas jejeje,1,0
349,Viejas pajeras. A saber cual es la comisión que se llevan para promover el aborto. La susodicha asesina   falleció por otra causa que no tiene nada que ver con el aborto que hizo,1,0
350,No se espera menos del feminismo   mintiendo sobre la muerte de @user.,1,0
351,Pues ahí si ya existido una candidatura de mujer para la presidencia que no haya sido del partido político que ellas las feministas quisieran es otro pisto inclusión laboral si existe no sé quejen la mujer en la política ya está incluida y en muchos ámbitos laborales,1,0
352,Y muchas de esas mujeres van a ir a ver a su conejo malo   para q las trate de Put@s y ella coreando sus canciones y gritando cada vez q lo hace. En fin la hipocresía en su máxima expresión.,1,0
353,Por suerte la mayoría de mujeres salvadoreñas no les cree a estás feminista.,1,0
354,Feministas ??? Lesbianas y maricas ??!! Poctaaaa!!! Que asco !!!,1,0
355,La hipocresía en sus consignas #VivasNosQueremos #NiUnaMenos es tal que insitan a las madres a matar a sus propias hijas desde el vientre. #FeminismoHipocrita #ElSalvadorEsProvida 🇸🇻💙#SialaVida,1,0
356,estas son un monto de feminazis descerebradas q no les interesa insultar a otras mujeres! Es una banda de locas q son manipuladas para dañar! Estos movimientos son nefastos! #NoALaIdeologiaDeGenero #NoALasFeminazis #NoAlLenguajeInclusivo,1,0
357,Las mujeres feministas son mujeres con próstata,1,0
358,Exacto   buen termino   yo nunca he visto que las han agredido. No solo por ser mujer no les puedes decir sus adjetivos   esa tontería del feminismo hace ver que solo por ser mujeres uno no les puede decir sus verdades. De hecho si quieren igualdad es igualdad en todo aspecto,1,0
359,Que pedo con las odia hombres o cualquier individuo peneportador jajsj,1,0
360,¿Femenino? En la bancada cyan hay de todo. Feministas   idólatras   ateas   mentirosas   vividoras de privilegios que se auto otorgan   narcisistas   etc.,1,0
361,La mayoría de feministas en El Salvador son más show que lucha por una vida más justas para las mujeres 🤷🏻 Se dijo y se tenía que decir.,1,0
362,No son feminista..son pendeja...as,1,0
363,Esas pedorras falta de hombre es que están,1,0
364,"Feminismo ""a-la-carte""   pero de los dos bandos eh.",1,0
365,Las cuerpas payasas mamierda jajaja,1,0
366,Porque no son feministas son activistas solo con escucharlas y ver su comportamiento dejan mucho que desear según ellas insultar a otras mujeres estuvo bien osea yo te puedo insultar pero tu no doble moral hipócritas vulgares ridículas no tendrán algo mejor que hacer,1,0
367,Kbrnaz revoltozas men !! Gentuza que Tambien yo me alegro de Verlas hacer esos desvergues por que la Poblacion Solo Observa y Ya Tiene Definido a Quien Seguir !!!! Y De Postre Insultando a Una Mujer que esta en Lo Correcto con su Argumento papa !!! Est@s son Basura de hdp,1,0
368,Esas no son feministas solo son un grupo de revoltosas   mal paridas   quedadas y lesbianas que necesitan marido o ponerse a trabajar. Sin fueran mis hijas ya las hubiera puesto en cinta   como decía mi abuela,1,0
369,La generacion de los ofendidos   las feminazis y los medios comunistoides y progres   vayanse a la reverenda.,1,0
370,no tenían que jugar nunca. Tendrían que prohibirlo. Estas feminazis   que quieren la igualdad,1,0
371,tipica fiminista con medio cerebro muerto,1,0
372,A ver feminista y porque no vas a la fiscalía a toparlo? ¿Tenés pruebas o no? Anda a toparlo y que se arte si es culpable. Sino   deja de joder,1,0
373,Dan asco las feministas radicales como tú   ni cuando matan a una mujer se ponen asi estas majes   funando a un 0te que le gusta llamar la atención.. sos un chiste mje.,1,0
374,Bueno señores   en cuanto termine el 8 y 9 de marzo   las feministas pasarán de luchar contra la misoginia para volver a la programación habitual de idolatrar la música misógina de Bad Bunny Se sabe,1,0
375,el feminismo quiere superar al hombre y pisoteralo    asi no llegaremos a nada,1,0
376,Estas mujeres feministas solo provocan violencia y división,1,0
377,Ahora resulta que las mujeres están marchando contra la violencia pero las violentas son ellas quienes son las violentas??? Respeten para que las respeten,1,0
378,"Con todo respeto, léase a usted misma.
Usted, mujer, feminista, justifica y defiende a un hombre que se hace pasar por ""niña"" para dejar toda la carga de crianza de hijos a su esposa.
¿Qué clase de feminismo practican ustedes?
Feminismo es defender la feminidad de la mujer.",1,0
379,Sólo un imbécil golpea a una mujera para que obedezca. Si la amenzas con matar a su mamá obedece más rápido.,1,0
380,En este mundo solo hay dos tipos de mujeres: a las que les gusta el sexo y a las que les encanta. ,1,0
381,Las historias de acoso sexual en el transporte público no deben ser parte de la normalidad.,1,0
382,"Cuando el dice a ""todos"" eso incluye mujeres claramente   pero como es achichincle de los mismos de siempre no va a tener consecuencias legales por lo que ha dicho",1,0
383,“Aquí tenemos una excepcional oportunidad para continuar trabajando de forma indisoluble tanto en Derechos de los Pueblos Indígenas como en Derechos de las Mujeres” indicó de la Morena,1,0
384,Hoy todo es acoso   unas señoras me preguntaron la hora y yo les dije: tengo un cuarto para las dos   y aquí estoy en la FGR. Hoy todo es acoso. Un buen chiste pero casi realidad en la actualidad.,1,0
385,Pregunta seria: Se le llama ACOSO   cuando te escribe la persona que no te interesa. Pero cuando tu escribes y hostigas a la persona que sí te interesa ¿Sigue siendo acosoo no?,1,0
386,Y dónde están las defensoras de las mujeres por ahí salió una   en una de las comisiones   diciendo que ellas defenderían a quien sea   no importa su partido político   solo hipócritas son esas mujeres que dicen ser feminista,1,0
387,¿Y las brujas maldicientes no le van a hacer brujería al zopenco que publicó la foto? ¿No que son féminazis?,1,0
388,¿Y  las feministas no se va a pronunciar por esto?  Por cierto el clan de “si tocas a una   tocas a todas” ¿todavía existe?,1,0
389,¿Que pasó @user? ¿Para cuando el comunicado condenando las acciones del misógino de @user? ¿Nada que decir? ¿Calladitas?,1,0
390,"""Me vale que @user sea pedófilo   corrupto y pajero   pero se troleó a la bancada cyan y por eso me cae bien.""",1,0
391,La mujer es lo más bello de la creación y tiene un sitio preponderante en este mundo   pero   lo malo es que no se dan su lugar y bailan hasta vulgaridades con letras que denigran a ellas mismas.,1,0
392,"Las zorras te insultan pero si tú les dices algo es femenicidio y hay hasta demandas pero ni aún así pueden ganar
",1,0
393,Fea esa zorra de pelo rubio,1,0
394,Callate zorra,1,0
395,¿Pregunta a los tigres? ¿Antes habían diputadas más zorras y más buenas que ahora ?,1,0
396,Bicha pendeja no se que te crees   fea,1,0
397,Pobre vieja estúpida sabes perfectamente que los precios del combustible no los controla el gobierno o acaso tenemos pozos de petróleo o plantas de sus derivados para poder tener control de esos precios fueras más fea fueras más pendeja.,1,0
398,Que necesitas una esposa y varias putas para tener balance en tu vida.,1,0
399,La burra en vez de arreglarse las tetas    se hubiera arreglado la geta.,1,0
400,Romperte el vestido y comerme esas tetas deliciosas y cogerte ahi entre todos,1,0
401,Jajajajajaja. ¿Y quien se lo dice A levantar bajas pasiones llega la Chichedipurrata con sus tetas de silicona. No nos equivocamos. Y nos lo confirma el borracho greñudo y apestoso.,1,0
402,Todo estaba bien aca en este maisal de Twitter   Pero aparecieron las feisbukeras enseñando el culo y las tetas y de jodio la cosa .,1,0
403,Si el miércoles es el #OmbliguitoDeSemana y la semana es fémina   por lo tanto me gusta más el jueves porque vendría siendo su culo o su coño   recuerden: “ya va de bajada la semana”. Si fuera para arriba serían las tetas   a mí no me gustan pero siempre es mejor el jueves.,1,0
404,"Iba a escribirle a alguien: ""muy buenas tetas y tremendo culo   muy bonitas ambas cosas” Pero ya luego te bloquean y te dicen patán y otro montón de insultos. Si subes fotos de escote con zoom en los correspondientes y luego una foto de espalda resaltando el ass ",1,0
405,"En mi libro ""jalan más un par de tetas que un par de carretas"" explico el poder que tiene la mujer sobre el hombre.",1,0
406,Jajajajja una bruja en mini falda,1,0
407,...Si ustedes son las brujas que mis ancestros no pudieron quemar   entonces yo seré el inquisidor que las perseguirá hasta verlas en llamas... ¡La única bruja que porta luz es aquella que arde en una hoguera! ¡Amén!,1,0
408,Semejante GUSANO pedile perdón a  tu mamá por bruja y sapa!!,1,0
409,Vos tu madre vieja cerota.. Acabada y gustosa,1,0
410,Pero que buena esta esta bruja.,1,0
411,Jajajaja jajajaja jajajaja gran análisis de economía de está vieja bruja está está peor que la gran estudiosa de la Esen que salió con @user,1,0
412,Esta vieja bruja   @user fotoshop no la queremos ver ni en pintura; su asesora es defensora de pandielleros de la mara-13   dejaron en libertad a un pandiellero arenero condenado a 350 años de prisión por un sin fin de mueres provocadas. ,1,0
413,Es una diputada malvada e indeseable. ,1,0
414,Vieja bruja ya queria decir igual que cantinflas   el monistro y yo   jajaja se le doro el sueño jajaja,1,0
415,Xochil la mera bruja de la manzana,1,0
416,...La otra bruja con el gran lomo de cuche tapa al periodista   y como para el ocico...,1,0
417,Esa vieja bruja diabólica mejor hubiera regalado a la criaturita   viva deberían quemar semejante bestia,1,0
418,Creo que el verdadero enojo del agresor fue porque vió a su mujer salir del salón con la misma cara de bruja con la que entró. No hombre   si los salones de belleza no hacen milagros. El pobre señor de seguridad pagó los platos rotos.,1,0
419,La @user nalgas de paleta de remo ya puso a temblar a la URSS,1,0
420,"Me recuerda el chiste del novio que fué a pedirle al suegro oficialmente las nalgas de su hija. Éste   indignado le dice ""¡qué falta de respeto joven   querrá decir   la mano de mi hija!"" El joven le contesta: ""¡noooo   si de pajas ya estoy aburrido!""",1,0
421,Ustedes lo que quieren es pisar y pisar a lo vale verga para no preocuparse si salen embarazadas   ya que te saldría fácil abortarlo.,1,0
422,De nada sirve   aunque se lo lleven detenido al agresor   más noche ella misma le estará pagando el abogado y llevándole cena a la bartolina.,1,0
423, Esas leyes   que dizque protegen a las mujeres   son inconstitucionales pues ante la ley todos somos iguales.,1,0
424,Esta es una prostituta que presta sus servicios a la gente del puerto... la pasaron de alcohol y droga y se puso estúpida. Que pena para el sexo fuerte.,1,0
425,Los especialistas en hacer meme hagan un meme a esta Betty la fea,1,0
426,¿Cuántas que andan de calenturientas   que salen preñadas   dirían que fueron violadas? Cuál va hacer esa línea delgada que separa esto,1,0
427,Bueno de todo hay en la viña del señor   yo sí estoy de acuerdo con las causales de violaciones o riesgos de la madre y el niño   pero por andar de calenturienta nooo! Esas que la soquen por dundas,1,0
428,Hoy me venían acariciando el pene en el micro de la 42 ,1,0
429,Yo propongo que se sienten en un pene y dejen de joder.,1,0
430,"Muy de acuerdo... ""Poder para la vulva"" Ridículas ya veo yo pidiendo poder pal pico",1,0
431,Quieren poder para la vulva porque con el cerebro ya no pueden hacer nada. Con la inteligencia se nace y las mujeres que hicieron historia no eran vandalas ni ignorantes    destacaron por su inteligencia.,1,0
432,"Cuando sales por primera vez con la mamá luchona y le dice a la bendición “Hacele caso a tu papá sino no te va a celebrar tu cumpleaños""",1,0
433,El man ya parece   aquella nana luchona que no supera al ex que la dejó con 2 bendiciones   que son la cagada de él y que se fue con otra vieja   lo vive maldiciendo y echandole la culpa de todo lo que le pasa,1,0
434,Ver a las mujeres feministas es un chiste   creyendo que con la violencia   la fuerza y la prepotencia van a lograr algo,1,0
435,Ojala se llegue el día en el cual las mujeres en la política no se dediquen a tomarse fotos y videos y hacer comentarios bobos   que propongan con criterio propio leyes consultas con el pueblo y con la capacidad de debatir argumentativamente sus posturas,1,0
436,"Feliz día a las mujeres que exigen los mismos derechos para las mujeres y para los hombres y no “trato preferencial""    para las que quieren leyes que castiguen a los delincuentes sean quienes sean. No a la ideología de género",1,0
437,Nadie tiene derecho a joderle la vida al otro. Hay mujeres que se aprovechan de como están la leyes beneficiandolas y eso se vuelve una trampa para el hombre y eso tampoco se vale.,1,0
438,...A veces los hombres sufren y no dicen nada   con todas esas leyes las Mujeres sienten que el hombre no debe decir Nada.,1,0
439,Yo estoy contra la violencia sin importar el género. Lo que argumento es que ya existen leyes que nos protegen a todos los ciudadanos contra cualquier tipo de violencia. Este incidente es inaceptable   pero las leyes especiales lo único que hacen es empoderar a mujeres tóxicas.,1,0
440,Además de financiar al partido político @user que promueve aborto e ideología de género   @user ahora dando más muestras de su inescrupulosa forma de hacer negocios se vale de una tragedia como la guerra para publicitar sus productos.,1,0
441,"Las leyes deben basarse en la justicia y la verdad   no respondiendo a una ideología anti-científica y fallida cómo la ideología de género!
",1,0
442,Lo que genera derechos es la vida   y también es la vida la que genera obligaciones. La justicia por su naturaleza pone límites   en cambio la ideología de género quita los límites,1,0
443,Ser permisivo es la moda en todo estrato o sector público y privado   el daño a la propiedad pública y privada no es libertad de expresion sino es libertinaje   la ideología de Género ha venido a incrementar la desigualdad para dividir y restar justicia social,1,0
444,Jajajaja maravilloso. Los hombres pueden disfrutar su sexualidad y una muñeca de plástico les ofrece miles de cosas. Y lo mejor   la muñeca jamás va a denunciar falsamente por acoso o violación.,1,0
445,Si meten con una se meten con todas decian las malqueridas en la campaña anterior.,1,0
446,Y las malqueridas   ¿qué pasó? ¿por qué no dicen esta bocas es mía? las que decían si se meten con una se meten con todas   ¿qué pasó?,1,0
447,Me cagan las majes que se la llevan de dignas cuando ya todo el mundo sabe que les fascina la mazorca.,1,0
448,Cuando una mujer dice que No es NO   ni modo me tocó estudiar el doble para que no me dejara la materia,1,0
449,¿Y esta ardida? jajajaj anda pedile un mish al @user   estás falta de sexo una pizza de el Presi querías,1,0
450,Esta @user está ardida porque no la pixo @user.,1,0
451,La ardida   tóxica   bola   droga   bochinchera   pandillera   irrelevante también no tiene moral alguna,1,0
452,Yo no digo que @user sea un mal presidente   se preocupa por el pueblo   está demostrando ser un líder   lo único malo que tiene es que es muy dramático el vato   pura vieja ardida con su ex   a cada rato tweet y tweet peleando con la asamblea   ya sabemos que la asamblea es una mierda.,1,0
453,Tu madre vieja puta   despechada porque no le dieron su hueso. Le tiraba los calzones a @user y no le hizo caso   por eso está ardida despechada.,1,0
454,Eso es dificil de creer   pero sin papeles quedas como vieja chambrosa y ardida.,1,0
455,Espero una estocada de lujo de usted @user para mandar a la droga a esa abogada ardida.,1,0
456,No hombre   a esa diva   ardida   sigue porque nuestro presidente @user NO le dió un hueso.,1,0
457,sin duda alguna es una perra ardida.,1,0
458,Es por esto que esa fea está bien ardida!,1,0
459,Ustedes de @user son como la vicha ardida de septimo grado que nunca le hicieron caso y se quedo a inventar cosas.,1,0
460,Ardida vive la toxica ,1,0
461,Esta chava   no sé para qué le prestan atención   ridícula   doble moral   feminista dice   solo porque el marido la dejó y se siente ardida.,1,0
462,En serio   que pena que ser peor que mujer ardida.,1,0
463,Si que estas ardida mujer   ya calmate deja de quejarte.,1,0
464,De mí   para la tóxica: La vida es muy corta para que te den más problemas que placer,1,0
465,Maje   solo enojada porque no le contestaba   es tóxica JAJAJAJAJAJA,1,0
466,"Mi novia anoche me dijo ""estoy sin calzones"" le dije que mañana le comprare una docena.",1,0
467,Si te digo que estoy triste   es para que me mandes fotos en calzones.,1,0
468,Si va como que si fuera vicha que se toman foto enseñando los calzones.,1,0
469,"Buenos días mis bachilleres ""oficinistas"" que se creen buenísimas   que se maquillan en el bus y usan calzones de abuela   su padre y Maestro os saluda",1,0
470,Que tengas una bonita noche   asi como las fotos en calzones que te tomás para tu ganado putita.,1,0
471,Si tu pareja usa hilos bien socados por comodidad para ir a trabajar   y en esta cuarentena solo los calzones de abuela uso   date cuenta amigo,1,0
472,Creo que ella podría matar tu hambre y el de toda tu parentena   si habla por alguna huevona que mantiene en su casa   evalúe   porque seguro los calzones que usted le da   se los ven por otro lado.,1,0
473,Sí   ya la encontré   pero la quiero sin calzones.,1,0
474,Estas escuálidas creen que porque están en un programa se imaginan que son inmunes y belleza   no son esos calzones lo que son   son remendadas...,1,0
475,Calzones mata pasiones.,1,0
476,Y a vos te van a bajar los calzones todos tus maridos pasmada   vos sos la que escribir sólo estupideces y pendejadas idiota.,1,0
477,Si usted sueña con el diablo en calzones usted lo quiere es coger señora.,1,0
478,Este tuit de la @user es culpa de la frente que se maneja   le ocupa más espacio que el cerebro...,1,0
479,A toda perra malnacida y venenosa le llegar su turno.,1,0
480,Más pendeja   venenosa y repugnante no podés ser...,1,0
481,Ya ponete a dieta @user estás tragando mucho...,1,0
482,Ardido quedó el Borracho-Drogo porque no se las prestó a él. Ni cosquillas le hubiera hecho a la Golosa Afro-Salvadoreña,1,0
483,La de rosa tiene plante de golosa,1,0
484,Jajajaja jajajaja jajajaja   esta loca borracha ha de estar para   hablar sandeces.,1,0
485,Pues a mí me gusta que sea borracha conmigo y que sea más puta pero solo conmigo...,1,0
486,Yo tengo ganas de decirle a esa gorda machorra que es un asco.,1,0
487,Aparte de vieja menopausica   lesbiana!!!,1,0
488,Vieja menopausica   falta de marido.,1,0
489,Esta @user es peor que vieja menopausica,1,0
490,"Pobre vieja menopausica...
",1,0
491,Visceral la hormonal menopausica esa.,1,0
492,El resentimiento y la frustración le estan agudizando la demencia menopausica,1,0
493,"Awwwwwwww"" menopausica exagerada hahahahahahahahaha",1,0
